DIA_TRANSPORTE,"AMBA","MOTIVO_ATSF","GENERO","TIPO_TRANSPORTE",CANT_TRJ,"DATO_PRELIMINAR"
2022-02-05,"NO","MONOTRIBUTO SOCIAL","F","SUBTE",0,"NO"
2022-02-05,"NO","MONOTRIBUTO SOCIAL","F","TOTAL",4082,"NO"
2022-02-05,"NO","MONOTRIBUTO SOCIAL","F","TREN",0,"NO"
2022-02-05,"NO","MONOTRIBUTO SOCIAL","M","COLECTIVO",2141,"NO"
2022-02-05,"NO","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2022-02-05,"NO","MONOTRIBUTO SOCIAL","M","SUBTE",0,"NO"
2022-02-05,"NO","MONOTRIBUTO SOCIAL","M","TOTAL",2141,"NO"
2022-02-05,"NO","MONOTRIBUTO SOCIAL","M","TREN",0,"NO"
2022-02-05,"NO","OTRO","F","COLECTIVO",6549,"NO"
2022-02-05,"NO","OTRO","F","LANCHA",0,"NO"
2022-02-05,"NO","OTRO","F","SUBTE",0,"NO"
2022-02-05,"NO","OTRO","F","TOTAL",6549,"NO"
2022-02-05,"NO","OTRO","F","TREN",0,"NO"
2022-02-05,"NO","OTRO","M","COLECTIVO",3674,"NO"
2022-02-05,"NO","OTRO","M","LANCHA",0,"NO"
2022-02-05,"NO","OTRO","M","SUBTE",0,"NO"
2022-02-05,"NO","OTRO","M","TOTAL",3674,"NO"
2022-02-05,"NO","OTRO","M","TREN",0,"NO"
2022-02-05,"NO","PENSION","F","COLECTIVO",23766,"NO"
2022-02-05,"NO","PENSION","F","LANCHA",0,"NO"
2022-02-05,"NO","PENSION","F","SUBTE",0,"NO"
2022-02-05,"NO","PENSION","F","TOTAL",23766,"NO"
2022-02-05,"NO","PENSION","F","TREN",0,"NO"
2022-02-05,"NO","PENSION","M","COLECTIVO",11455,"NO"
2022-02-05,"NO","PENSION","M","LANCHA",0,"NO"
2022-02-05,"NO","PENSION","M","SUBTE",0,"NO"
2022-02-05,"NO","PENSION","M","TOTAL",11455,"NO"
2022-02-05,"NO","PENSION","M","TREN",0,"NO"
2022-02-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",15104,"NO"
2022-02-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2022-02-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",0,"NO"
2022-02-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",15104,"NO"
2022-02-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",0,"NO"
2022-02-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",135,"NO"
2022-02-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2022-02-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",0,"NO"
2022-02-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",135,"NO"
2022-02-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",0,"NO"
2022-02-05,"NO","PROGRESAR","F","COLECTIVO",13371,"NO"
2022-02-05,"NO","PROGRESAR","F","LANCHA",0,"NO"
2022-02-05,"NO","PROGRESAR","F","SUBTE",0,"NO"
2022-02-05,"NO","PROGRESAR","F","TOTAL",13371,"NO"
2022-02-05,"NO","PROGRESAR","F","TREN",0,"NO"
2022-02-05,"NO","PROGRESAR","M","COLECTIVO",5857,"NO"
2022-02-05,"NO","PROGRESAR","M","LANCHA",0,"NO"
2022-02-05,"NO","PROGRESAR","M","SUBTE",0,"NO"
2022-02-05,"NO","PROGRESAR","M","TOTAL",5857,"NO"
2022-02-05,"NO","PROGRESAR","M","TREN",0,"NO"
2022-02-05,"SI",,,"COLECTIVO",673761,"NO"
2022-02-05,"SI",,,"LANCHA",0,"NO"
2022-02-05,"SI",,,"SUBTE",77001,"NO"
2022-02-05,"SI",,,"TOTAL",730066,"NO"
2022-02-05,"SI",,,"TREN",113603,"NO"
2022-02-05,"SI",,"F","COLECTIVO",333512,"NO"
2022-02-05,"SI",,"F","LANCHA",0,"NO"
2022-02-05,"SI",,"F","SUBTE",33038,"NO"
2022-02-05,"SI",,"F","TOTAL",356374,"NO"
2022-02-05,"SI",,"F","TREN",53668,"NO"
2022-02-05,"SI",,"M","COLECTIVO",290687,"NO"
2022-02-05,"SI",,"M","LANCHA",0,"NO"
2022-02-05,"SI",,"M","SUBTE",32906,"NO"
2022-02-05,"SI",,"M","TOTAL",313029,"NO"
2022-02-05,"SI",,"M","TREN",55787,"NO"
2022-02-05,"SI","AUH","F","COLECTIVO",151668,"NO"
2022-02-05,"SI","AUH","F","LANCHA",0,"NO"
2022-02-05,"SI","AUH","F","SUBTE",5136,"NO"
2022-02-05,"SI","AUH","F","TOTAL",154554,"NO"
2022-02-05,"SI","AUH","F","TREN",21634,"NO"
2022-02-05,"SI","AUH","M","COLECTIVO",6563,"NO"
2022-02-05,"SI","AUH","M","LANCHA",0,"NO"
2022-02-05,"SI","AUH","M","SUBTE",297,"NO"
2022-02-05,"SI","AUH","M","TOTAL",6719,"NO"
2022-02-05,"SI","AUH","M","TREN",1118,"NO"
2022-02-05,"SI","JUBILACION","F","COLECTIVO",115499,"NO"
2022-02-05,"SI","JUBILACION","F","LANCHA",0,"NO"
2022-02-05,"SI","JUBILACION","F","SUBTE",5387,"NO"
2022-02-05,"SI","JUBILACION","F","TOTAL",118807,"NO"
2022-02-05,"SI","JUBILACION","F","TREN",11671,"NO"
2022-02-05,"SI","JUBILACION","M","COLECTIVO",53433,"NO"
2022-02-05,"SI","JUBILACION","M","LANCHA",0,"NO"
2022-02-05,"SI","JUBILACION","M","SUBTE",2546,"NO"
2022-02-05,"SI","JUBILACION","M","TOTAL",55042,"NO"
2022-02-05,"SI","JUBILACION","M","TREN",5822,"NO"
2022-02-05,"SI","MONOTRIBUTO SOCIAL","F","COLECTIVO",19005,"NO"
2022-02-05,"SI","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2022-02-05,"SI","MONOTRIBUTO SOCIAL","F","SUBTE",837,"NO"
2022-02-05,"SI","MONOTRIBUTO SOCIAL","F","TOTAL",19446,"NO"
2022-02-05,"SI","MONOTRIBUTO SOCIAL","F","TREN",2818,"NO"
2022-02-05,"SI","MONOTRIBUTO SOCIAL","M","COLECTIVO",12050,"NO"
2022-02-05,"SI","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2022-02-05,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",582,"NO"
2022-02-05,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",12399,"NO"
2022-02-05,"SI","MONOTRIBUTO SOCIAL","M","TREN",1873,"NO"
2022-02-05,"SI","OTRO","F","COLECTIVO",21251,"NO"
2022-02-05,"SI","OTRO","F","LANCHA",0,"NO"
2022-02-05,"SI","OTRO","F","SUBTE",1095,"NO"
2022-02-05,"SI","OTRO","F","TOTAL",21917,"NO"
2022-02-05,"SI","OTRO","F","TREN",3304,"NO"
2022-02-05,"SI","OTRO","M","COLECTIVO",13322,"NO"
2022-02-05,"SI","OTRO","M","LANCHA",0,"NO"
2022-02-05,"SI","OTRO","M","SUBTE",792,"NO"
2022-02-05,"SI","OTRO","M","TOTAL",13876,"NO"
2022-02-05,"SI","OTRO","M","TREN",2295,"NO"
2022-02-05,"SI","PENSION","F","COLECTIVO",48756,"NO"
2022-02-05,"SI","PENSION","F","LANCHA",0,"NO"
2022-02-05,"SI","PENSION","F","SUBTE",1833,"NO"
2022-02-05,"SI","PENSION","F","TOTAL",49838,"NO"
2022-02-05,"SI","PENSION","F","TREN",6740,"NO"
2022-02-05,"SI","PENSION","M","COLECTIVO",21636,"NO"
2022-02-05,"SI","PENSION","M","LANCHA",0,"NO"
2022-02-05,"SI","PENSION","M","SUBTE",957,"NO"
2022-02-05,"SI","PENSION","M","TOTAL",22171,"NO"
2022-02-05,"SI","PENSION","M","TREN",3059,"NO"
2022-02-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",58144,"NO"
2022-02-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2022-02-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",3113,"NO"
2022-02-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",59595,"NO"
2022-02-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",9588,"NO"
2022-02-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",647,"NO"
2022-02-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2022-02-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",53,"NO"
2022-02-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",687,"NO"
2022-02-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",130,"NO"
2022-02-05,"SI","PROGRESAR","F","COLECTIVO",34260,"NO"
2022-02-05,"SI","PROGRESAR","F","LANCHA",0,"NO"
2022-02-05,"SI","PROGRESAR","F","SUBTE",2327,"NO"
2022-02-05,"SI","PROGRESAR","F","TOTAL",35553,"NO"
2022-02-05,"SI","PROGRESAR","F","TREN",5824,"NO"
2022-02-05,"SI","PROGRESAR","M","COLECTIVO",12933,"NO"
2022-02-05,"SI","PROGRESAR","M","LANCHA",0,"NO"
2022-02-05,"SI","PROGRESAR","M","SUBTE",1109,"NO"
2022-02-05,"SI","PROGRESAR","M","TOTAL",13505,"NO"
2022-02-05,"SI","PROGRESAR","M","TREN",2450,"NO"
2022-02-06,"NO",,,"COLECTIVO",104590,"NO"
2022-02-06,"NO",,,"LANCHA",1,"NO"
2022-02-06,"NO",,,"SUBTE",0,"NO"
2022-02-06,"NO",,,"TOTAL",104591,"NO"
2022-02-06,"NO",,,"TREN",0,"NO"
2022-02-06,"NO",,"F","COLECTIVO",48667,"NO"
2022-02-06,"NO",,"F","LANCHA",4,"NO"
2022-02-06,"NO",,"F","SUBTE",0,"NO"
2022-02-06,"NO",,"F","TOTAL",48671,"NO"
2022-02-06,"NO",,"F","TREN",0,"NO"
2022-02-06,"NO",,"M","COLECTIVO",38934,"NO"
2022-02-06,"NO",,"M","LANCHA",7,"NO"
2022-02-06,"NO",,"M","SUBTE",0,"NO"
2022-02-06,"NO",,"M","TOTAL",38941,"NO"
2022-02-06,"NO",,"M","TREN",0,"NO"
2022-02-06,"NO","AUH","F","COLECTIVO",27876,"NO"
2022-02-06,"NO","AUH","F","LANCHA",1,"NO"
2022-02-06,"NO","AUH","F","SUBTE",0,"NO"
2022-02-06,"NO","AUH","F","TOTAL",27877,"NO"
2022-02-06,"NO","AUH","F","TREN",0,"NO"
2022-02-06,"NO","AUH","M","COLECTIVO",915,"NO"
2022-02-06,"NO","AUH","M","LANCHA",0,"NO"
2022-02-06,"NO","AUH","M","SUBTE",0,"NO"
2022-02-06,"NO","AUH","M","TOTAL",915,"NO"
2022-02-06,"NO","AUH","M","TREN",0,"NO"
2022-02-06,"NO","JUBILACION","F","COLECTIVO",22673,"NO"
2022-02-06,"NO","JUBILACION","F","LANCHA",1,"NO"
2022-02-06,"NO","JUBILACION","F","SUBTE",0,"NO"
2022-02-06,"NO","JUBILACION","F","TOTAL",22674,"NO"
2022-02-06,"NO","JUBILACION","F","TREN",0,"NO"
2022-02-06,"NO","JUBILACION","M","COLECTIVO",10965,"NO"
2022-02-06,"NO","JUBILACION","M","LANCHA",2,"NO"
2022-02-06,"NO","JUBILACION","M","SUBTE",0,"NO"
2022-02-06,"NO","JUBILACION","M","TOTAL",10967,"NO"
2022-02-06,"NO","JUBILACION","M","TREN",0,"NO"
2022-02-06,"NO","MONOTRIBUTO SOCIAL","F","COLECTIVO",2336,"NO"
2022-02-06,"NO","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2022-02-06,"NO","MONOTRIBUTO SOCIAL","F","SUBTE",0,"NO"
2022-02-06,"NO","MONOTRIBUTO SOCIAL","F","TOTAL",2336,"NO"
2022-02-06,"NO","MONOTRIBUTO SOCIAL","F","TREN",0,"NO"
2022-02-06,"NO","MONOTRIBUTO SOCIAL","M","COLECTIVO",1299,"NO"
2022-02-06,"NO","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2022-02-06,"NO","MONOTRIBUTO SOCIAL","M","SUBTE",0,"NO"
2022-02-06,"NO","MONOTRIBUTO SOCIAL","M","TOTAL",1299,"NO"
2022-02-06,"NO","MONOTRIBUTO SOCIAL","M","TREN",0,"NO"
2022-02-06,"NO","OTRO","F","COLECTIVO",3730,"NO"
2022-02-06,"NO","OTRO","F","LANCHA",0,"NO"
2022-02-06,"NO","OTRO","F","SUBTE",0,"NO"
2022-02-06,"NO","OTRO","F","TOTAL",3730,"NO"
2022-02-06,"NO","OTRO","F","TREN",0,"NO"
2022-02-06,"NO","OTRO","M","COLECTIVO",2249,"NO"
2022-02-06,"NO","OTRO","M","LANCHA",0,"NO"
2022-02-06,"NO","OTRO","M","SUBTE",0,"NO"
2022-02-06,"NO","OTRO","M","TOTAL",2249,"NO"
2022-02-06,"NO","OTRO","M","TREN",0,"NO"
2022-02-06,"NO","PENSION","F","COLECTIVO",14516,"NO"
2022-02-06,"NO","PENSION","F","LANCHA",0,"NO"
2022-02-06,"NO","PENSION","F","SUBTE",0,"NO"
2022-02-06,"NO","PENSION","F","TOTAL",14516,"NO"
2022-02-06,"NO","PENSION","F","TREN",0,"NO"
2022-02-06,"NO","PENSION","M","COLECTIVO",7338,"NO"
2022-02-06,"NO","PENSION","M","LANCHA",0,"NO"
2022-02-06,"NO","PENSION","M","SUBTE",0,"NO"
2022-02-06,"NO","PENSION","M","TOTAL",7338,"NO"
2022-02-06,"NO","PENSION","M","TREN",0,"NO"
2022-02-06,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",6958,"NO"
2022-02-06,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2022-02-06,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",0,"NO"
2022-02-06,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",6958,"NO"
2022-02-06,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",0,"NO"
2022-02-06,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",62,"NO"
2022-02-06,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2022-02-06,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",0,"NO"
2022-02-06,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",62,"NO"
2022-02-06,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",0,"NO"
2022-02-06,"NO","PROGRESAR","F","COLECTIVO",8261,"NO"
2022-02-06,"NO","PROGRESAR","F","LANCHA",0,"NO"
2022-02-06,"NO","PROGRESAR","F","SUBTE",0,"NO"
2022-02-06,"NO","PROGRESAR","F","TOTAL",8261,"NO"
2022-02-06,"NO","PROGRESAR","F","TREN",0,"NO"
2022-02-06,"NO","PROGRESAR","M","COLECTIVO",3844,"NO"
2022-02-06,"NO","PROGRESAR","M","LANCHA",0,"NO"
2022-02-06,"NO","PROGRESAR","M","SUBTE",0,"NO"
2022-02-06,"NO","PROGRESAR","M","TOTAL",3844,"NO"
2022-02-06,"NO","PROGRESAR","M","TREN",0,"NO"
2022-02-06,"SI",,,"COLECTIVO",432065,"NO"
2022-02-06,"SI",,,"LANCHA",0,"NO"
2022-02-06,"SI",,,"SUBTE",47661,"NO"
2022-02-06,"SI",,,"TOTAL",467673,"NO"
2022-02-06,"SI",,,"TREN",58372,"NO"
2022-02-06,"SI",,"F","COLECTIVO",195886,"NO"
2022-02-06,"SI",,"F","LANCHA",0,"NO"
2022-02-06,"SI",,"F","SUBTE",19107,"NO"
2022-02-06,"SI",,"F","TOTAL",209725,"NO"
2022-02-06,"SI",,"F","TREN",27176,"NO"
2022-02-06,"SI",,"M","COLECTIVO",183218,"NO"
2022-02-06,"SI",,"M","LANCHA",0,"NO"
2022-02-06,"SI",,"M","SUBTE",19411,"NO"
2022-02-06,"SI",,"M","TOTAL",197391,"NO"
2022-02-06,"SI",,"M","TREN",28714,"NO"
2022-02-06,"SI","AUH","F","COLECTIVO",92121,"NO"
2022-02-06,"SI","AUH","F","LANCHA",0,"NO"
2022-02-06,"SI","AUH","F","SUBTE",2599,"NO"
2022-02-06,"SI","AUH","F","TOTAL",93725,"NO"
2022-02-06,"SI","AUH","F","TREN",8808,"NO"
2022-02-06,"SI","AUH","M","COLECTIVO",4072,"NO"
2022-02-06,"SI","AUH","M","LANCHA",0,"NO"
2022-02-06,"SI","AUH","M","SUBTE",132,"NO"
2022-02-06,"SI","AUH","M","TOTAL",4163,"NO"
2022-02-06,"SI","AUH","M","TREN",452,"NO"
2022-02-06,"SI","JUBILACION","F","COLECTIVO",75487,"NO"
2022-02-06,"SI","JUBILACION","F","LANCHA",0,"NO"
2022-02-06,"SI","JUBILACION","F","SUBTE",3277,"NO"
2022-02-06,"SI","JUBILACION","F","TOTAL",77730,"NO"
2022-02-06,"SI","JUBILACION","F","TREN",6332,"NO"
2022-02-06,"SI","JUBILACION","M","COLECTIVO",33553,"NO"
2022-02-06,"SI","JUBILACION","M","LANCHA",0,"NO"
2022-02-06,"SI","JUBILACION","M","SUBTE",1504,"NO"
2022-02-06,"SI","JUBILACION","M","TOTAL",34540,"NO"
2022-02-06,"SI","JUBILACION","M","TREN",2927,"NO"
2022-02-06,"SI","MONOTRIBUTO SOCIAL","F","COLECTIVO",10975,"NO"
2022-02-06,"SI","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2022-02-06,"SI","MONOTRIBUTO SOCIAL","F","SUBTE",442,"NO"
2022-02-06,"SI","MONOTRIBUTO SOCIAL","F","TOTAL",11268,"NO"
2022-02-06,"SI","MONOTRIBUTO SOCIAL","F","TREN",1205,"NO"
2022-02-06,"SI","MONOTRIBUTO SOCIAL","M","COLECTIVO",7446,"NO"
2022-02-06,"SI","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2022-02-06,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",338,"NO"
2022-02-06,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",7664,"NO"
2022-02-06,"SI","MONOTRIBUTO SOCIAL","M","TREN",886,"NO"
2022-02-06,"SI","OTRO","F","COLECTIVO",12526,"NO"
2022-02-06,"SI","OTRO","F","LANCHA",0,"NO"
2022-02-06,"SI","OTRO","F","SUBTE",591,"NO"
2022-02-06,"SI","OTRO","F","TOTAL",12889,"NO"
2022-02-06,"SI","OTRO","F","TREN",1427,"NO"
2022-02-06,"SI","OTRO","M","COLECTIVO",8542,"NO"
2022-02-06,"SI","OTRO","M","LANCHA",0,"NO"
2022-02-06,"SI","OTRO","M","SUBTE",443,"NO"
2022-02-06,"SI","OTRO","M","TOTAL",8819,"NO"
2022-02-06,"SI","OTRO","M","TREN",1048,"NO"
2022-02-06,"SI","PENSION","F","COLECTIVO",30997,"NO"
2022-02-06,"SI","PENSION","F","LANCHA",0,"NO"
2022-02-06,"SI","PENSION","F","SUBTE",1023,"NO"
2022-02-06,"SI","PENSION","F","TOTAL",31685,"NO"
2022-02-06,"SI","PENSION","F","TREN",3138,"NO"
2022-02-06,"SI","PENSION","M","COLECTIVO",14094,"NO"
2022-02-06,"SI","PENSION","M","LANCHA",0,"NO"
2022-02-06,"SI","PENSION","M","SUBTE",514,"NO"
2022-02-06,"SI","PENSION","M","TOTAL",14419,"NO"
2022-02-06,"SI","PENSION","M","TREN",1437,"NO"
2022-02-06,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",30468,"NO"
2022-02-06,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2022-02-06,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",1495,"NO"
2022-02-06,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",31333,"NO"
2022-02-06,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",3877,"NO"
2022-02-06,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",360,"NO"
2022-02-06,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2022-02-06,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",29,"NO"
2022-02-06,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",388,"NO"
2022-02-06,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",78,"NO"
2022-02-06,"SI","PROGRESAR","F","COLECTIVO",21479,"NO"
2022-02-06,"SI","PROGRESAR","F","LANCHA",0,"NO"
2022-02-06,"SI","PROGRESAR","F","SUBTE",1407,"NO"
2022-02-06,"SI","PROGRESAR","F","TOTAL",22274,"NO"
2022-02-06,"SI","PROGRESAR","F","TREN",2828,"NO"
2022-02-06,"SI","PROGRESAR","M","COLECTIVO",8633,"NO"
2022-02-06,"SI","PROGRESAR","M","LANCHA",0,"NO"
2022-02-06,"SI","PROGRESAR","M","SUBTE",654,"NO"
2022-02-06,"SI","PROGRESAR","M","TOTAL",8990,"NO"
2022-02-06,"SI","PROGRESAR","M","TREN",1210,"NO"
2022-02-07,"NO",,,"COLECTIVO",234456,"NO"
2022-02-07,"NO",,,"LANCHA",0,"NO"
2022-02-07,"NO",,,"SUBTE",0,"NO"
2022-02-07,"NO",,,"TOTAL",234531,"NO"
2022-02-07,"NO",,,"TREN",91,"NO"
2022-02-07,"NO",,"F","COLECTIVO",136419,"NO"
2022-02-07,"NO",,"F","LANCHA",6,"NO"
2022-02-07,"NO",,"F","SUBTE",0,"NO"
2022-02-07,"NO",,"F","TOTAL",136439,"NO"
2022-02-07,"NO",,"F","TREN",19,"NO"
2022-02-07,"NO",,"M","COLECTIVO",90226,"NO"
2022-02-07,"NO",,"M","LANCHA",9,"NO"
2022-02-07,"NO",,"M","SUBTE",0,"NO"
2022-02-07,"NO",,"M","TOTAL",90253,"NO"
2022-02-07,"NO",,"M","TREN",26,"NO"
2022-02-07,"NO","AUH","F","COLECTIVO",61171,"NO"
2022-02-07,"NO","AUH","F","LANCHA",1,"NO"
2022-02-07,"NO","AUH","F","SUBTE",0,"NO"
2022-02-07,"NO","AUH","F","TOTAL",61172,"NO"
2022-02-07,"NO","AUH","F","TREN",2,"NO"
2022-02-07,"NO","AUH","M","COLECTIVO",1860,"NO"
2022-02-07,"NO","AUH","M","LANCHA",0,"NO"
2022-02-07,"NO","AUH","M","SUBTE",0,"NO"
2022-02-07,"NO","AUH","M","TOTAL",1860,"NO"
2022-02-07,"NO","AUH","M","TREN",0,"NO"
2022-02-07,"NO","JUBILACION","F","COLECTIVO",64887,"NO"
2022-02-07,"NO","JUBILACION","F","LANCHA",4,"NO"
2022-02-07,"NO","JUBILACION","F","SUBTE",0,"NO"
2022-02-07,"NO","JUBILACION","F","TOTAL",64893,"NO"
2022-02-07,"NO","JUBILACION","F","TREN",5,"NO"
2022-02-07,"NO","JUBILACION","M","COLECTIVO",30760,"NO"
2022-02-07,"NO","JUBILACION","M","LANCHA",2,"NO"
2022-02-07,"NO","JUBILACION","M","SUBTE",0,"NO"
2022-02-07,"NO","JUBILACION","M","TOTAL",30765,"NO"
2022-02-07,"NO","JUBILACION","M","TREN",7,"NO"
2022-02-07,"NO","MONOTRIBUTO SOCIAL","F","COLECTIVO",5881,"NO"
2022-02-07,"NO","MONOTRIBUTO SOCIAL","F","LANCHA",2,"NO"
2022-02-07,"NO","MONOTRIBUTO SOCIAL","F","SUBTE",0,"NO"
2022-02-07,"NO","MONOTRIBUTO SOCIAL","F","TOTAL",5883,"NO"
2022-02-07,"NO","MONOTRIBUTO SOCIAL","F","TREN",1,"NO"
2022-02-07,"NO","MONOTRIBUTO SOCIAL","M","COLECTIVO",2874,"NO"
2022-02-07,"NO","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2022-02-07,"NO","MONOTRIBUTO SOCIAL","M","SUBTE",0,"NO"
2022-02-07,"NO","MONOTRIBUTO SOCIAL","M","TOTAL",2874,"NO"
2022-02-07,"NO","MONOTRIBUTO SOCIAL","M","TREN",0,"NO"
2022-02-07,"NO","OTRO","F","COLECTIVO",9072,"NO"
2022-02-07,"NO","OTRO","F","LANCHA",0,"NO"
2022-02-07,"NO","OTRO","F","SUBTE",0,"NO"
2022-02-07,"NO","OTRO","F","TOTAL",9072,"NO"
2022-02-07,"NO","OTRO","F","TREN",0,"NO"
2022-02-07,"NO","OTRO","M","COLECTIVO",4703,"NO"
2022-02-07,"NO","OTRO","M","LANCHA",0,"NO"
2022-02-07,"NO","OTRO","M","SUBTE",0,"NO"
2022-02-07,"NO","OTRO","M","TOTAL",4703,"NO"
2022-02-07,"NO","OTRO","M","TREN",0,"NO"
2022-02-07,"NO","PENSION","F","COLECTIVO",35429,"NO"
2022-02-07,"NO","PENSION","F","LANCHA",2,"NO"
2022-02-07,"NO","PENSION","F","SUBTE",0,"NO"
2022-02-07,"NO","PENSION","F","TOTAL",35431,"NO"
2022-02-07,"NO","PENSION","F","TREN",1,"NO"
2022-02-07,"NO","PENSION","M","COLECTIVO",16232,"NO"
2022-02-07,"NO","PENSION","M","LANCHA",0,"NO"
2022-02-07,"NO","PENSION","M","SUBTE",0,"NO"
2022-02-07,"NO","PENSION","M","TOTAL",16232,"NO"
2022-02-07,"NO","PENSION","M","TREN",0,"NO"
2022-02-07,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",25798,"NO"
2022-02-07,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2022-02-07,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",0,"NO"
2022-02-07,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",25799,"NO"
2022-02-07,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",2,"NO"
2022-02-07,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",188,"NO"
2022-02-07,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2022-02-07,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",0,"NO"
2022-02-07,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",188,"NO"
2022-02-07,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",0,"NO"
2022-02-07,"NO","PROGRESAR","F","COLECTIVO",17836,"NO"
2022-02-07,"NO","PROGRESAR","F","LANCHA",0,"NO"
2022-02-07,"NO","PROGRESAR","F","SUBTE",0,"NO"
2022-02-07,"NO","PROGRESAR","F","TOTAL",17838,"NO"
2022-02-07,"NO","PROGRESAR","F","TREN",4,"NO"
2022-02-07,"NO","PROGRESAR","M","COLECTIVO",7419,"NO"
2022-02-07,"NO","PROGRESAR","M","LANCHA",0,"NO"
2022-02-07,"NO","PROGRESAR","M","SUBTE",0,"NO"
2022-02-07,"NO","PROGRESAR","M","TOTAL",7422,"NO"
2022-02-07,"NO","PROGRESAR","M","TREN",3,"NO"
2022-02-07,"SI",,,"COLECTIVO",906359,"NO"
2022-02-07,"SI",,,"LANCHA",0,"NO"
2022-02-07,"SI",,,"SUBTE",127925,"NO"
2022-02-07,"SI",,,"TOTAL",998498,"NO"
2022-02-07,"SI",,,"TREN",193339,"NO"
